Distance [m];Packet RSSI [dBm];RSSI [dBm];SNR [dB];Power level [dBm];SF;BW [kHz];Freq [MHz];CR;Lat;Long;Speed [km/h]
100;-120;-105;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-104;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-106;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-108;-15;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-105;-15;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-15;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-108;-15;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-106;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-107;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-105;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-108;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-107;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-109;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-113;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-107;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-106;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-109;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-105;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-107;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-108;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-108;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-8;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-110;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-110;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-106;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-105;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-107;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-12;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-108;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-108;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-108;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-18;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-107;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-107;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-108;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-120;-110;-13;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-105;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-107;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-109;-8;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-116;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-116;-108;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-117;-112;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-109;-7;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-116;-106;-10;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-116;-108;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-115;-108;-20;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-104;-17;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-118;-106;-14;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-116;-108;-9;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-106;-8;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-105;-11;20;12;62.5;868.1;'4/5';56.436830;10.007447;0.0
100;-119;-105;-6;20;12;62.5;868.1;'4/5';56.436852;10.007433;12.9
100;-114;-105;-17;20;12;62.5;868.1;'4/5';56.436767;10.007130;14.4
100;-119;-106;-16;20;12;62.5;868.1;'4/5';56.436708;10.007087;7.9
100;-120;-106;-8;20;12;62.5;868.1;'4/5';56.436693;10.007032;10.6
100;-119;-105;-14;20;12;62.5;868.1;'4/5';56.436698;10.007103;6.2
100;-121;-107;-16;20;12;62.5;868.1;'4/5';56.436712;10.007155;0.2
100;-119;-108;-14;20;12;62.5;868.1;'4/5';56.436723;10.007187;0.0
100;-118;-105;-8;20;12;62.5;868.1;'4/5';56.436725;10.007187;0.0
100;-117;-106;-10;20;12;62.5;868.1;'4/5';56.436725;10.007187;0.0
100;-118;-105;-8;20;12;62.5;868.1;'4/5';56.436725;10.007187;0.0
100;-118;-107;-8;20;12;62.5;868.1;'4/5';56.436708;10.007247;5.1
100;-119;-106;-7;20;12;62.5;868.1;'4/5';56.436688;10.007325;5.5
100;-118;-106;-10;20;12;62.5;868.1;'4/5';56.436665;10.007403;5.5
100;-117;-106;-4;20;12;62.5;868.1;'4/5';56.436663;10.007473;4.9
100;-118;-103;-6;20;12;62.5;868.1;'4/5';56.436693;10.007495;4.5
100;-119;-106;-11;20;12;62.5;868.1;'4/5';56.436698;10.007507;0.0
100;-119;-106;-11;20;12;62.5;868.1;'4/5';56.436700;10.007543;0.0
100;-119;-104;-10;20;12;62.5;868.1;'4/5';56.436685;10.007638;3.8
100;-114;-108;-15;20;12;62.5;868.1;'4/5';56.436627;10.007560;7.6
100;-119;-105;-14;20;12;62.5;868.1;'4/5';56.436593;10.007470;10.4
100;-120;-106;-11;20;12;62.5;868.1;'4/5';56.436548;10.007378;12.9
100;-120;-108;-15;20;12;62.5;868.1;'4/5';56.436185;10.006923;19.8
100;-119;-106;-15;20;12;62.5;868.1;'4/5';56.426227;9.973502;12.8
100;-117;-106;-10;20;12;62.5;868.1;'4/5';56.426738;9.972753;2.3
100;-121;-107;-16;20;12;62.5;868.1;'4/5';56.426745;9.972740;1.6
100;-122;-103;-12;20;12;62.5;868.1;'4/5';56.426750;9.972737;0.0
100;-120;-104;-11;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-117;-105;-17;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-121;-108;-16;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-108;-14;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-122;-105;-17;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-107;-15;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-116;-106;-19;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-121;-108;-19;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-106;-14;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-105;-12;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-106;-15;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-115;-106;-18;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-119;-107;-10;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-118;-108;-10;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-119;-108;-11;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-118;-108;-12;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-117;-106;-9;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-118;-105;-13;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-108;-12;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-119;-105;-12;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-118;-108;-10;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-120;-107;-13;20;12;62.5;868.1;'4/5';56.426752;9.972737;0.0
100;-119;-107;-10;20;12;62.5;868.1;'4/5';56.426730;9.972700;1.5
100;-117;-108;-15;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-118;-106;-11;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-116;-106;-9;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-119;-105;-11;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-119;-108;-8;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-113;-105;-10;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-118;-106;-8;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-120;-105;-9;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-112;-105;-15;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-118;-105;-16;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-118;-105;-16;20;12;62.5;868.1;'4/5';56.426728;9.972705;0.0
100;-114;-106;-22;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-115;-105;-17;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-115;-107;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-118;-106;-10;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-116;-105;-16;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-106;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-106;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-106;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-106;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-106;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-115;-104;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-109;-10;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-11;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-105;-10;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-11;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-10;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-107;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-107;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-107;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-107;-15;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-109;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-107;-17;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-121;-107;-15;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-105;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-108;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-109;-14;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-115;-105;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-94;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-10;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-120;-106;-12;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-106;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-13;20;12;62.5;868.1;'4/5';56.426730;9.972690;0.0
100;-119;-108;-15;20;12;62.5;868.1;'4/5';56.426712;9.972733;5.0
100;-116;-107;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-110;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-110;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-123;-107;-16;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-106;-11;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-106;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-107;-11;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-123;-106;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-111;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-110;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-123;-108;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-106;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-16;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-123;-106;-16;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-109;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-110;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-110;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-109;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-16;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-17;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-117;-109;-18;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-109;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-106;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-16;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-123;-106;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-107;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-14;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-15;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-109;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-105;-10;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-106;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-107;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-109;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-108;-12;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-120;-108;-11;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-122;-107;-13;20;12;62.5;868.1;'4/5';56.426683;9.972738;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426680;9.972752;4.3
100;-121;-108;-8;20;12;62.5;868.1;'4/5';56.426662;9.972773;4.8
100;-120;-107;-9;20;12;62.5;868.1;'4/5';56.426640;9.972802;5.7
100;-120;-106;-10;20;12;62.5;868.1;'4/5';56.426618;9.972832;5.5
100;-122;-106;-12;20;12;62.5;868.1;'4/5';56.426598;9.972863;5.6
100;-121;-109;-8;20;12;62.5;868.1;'4/5';56.426577;9.972898;5.9
100;-121;-108;-13;20;12;62.5;868.1;'4/5';56.426555;9.972930;5.1
100;-120;-108;-10;20;12;62.5;868.1;'4/5';56.426535;9.972958;5.3
100;-121;-106;-10;20;12;62.5;868.1;'4/5';56.426515;9.972990;5.5
100;-120;-107;-10;20;12;62.5;868.1;'4/5';56.426492;9.973022;6.1
100;-119;-108;-7;20;12;62.5;868.1;'4/5';56.426467;9.973060;6.2
100;-119;-108;-7;20;12;62.5;868.1;'4/5';56.426443;9.973098;6.8
100;-121;-107;-10;20;12;62.5;868.1;'4/5';56.426418;9.973142;6.7
100;-120;-109;-11;20;12;62.5;868.1;'4/5';56.426395;9.973180;6.4
100;-120;-108;-9;20;12;62.5;868.1;'4/5';56.426370;9.973217;6.0
100;-121;-106;-13;20;12;62.5;868.1;'4/5';56.426342;9.973252;5.1
100;-122;-106;-12;20;12;62.5;868.1;'4/5';56.426323;9.973278;3.4
100;-121;-109;-14;20;12;62.5;868.1;'4/5';56.426318;9.973290;0.0
100;-121;-108;-14;20;12;62.5;868.1;'4/5';56.426320;9.973288;0.0
100;-122;-107;-17;20;12;62.5;868.1;'4/5';56.426320;9.973288;0.0
100;-121;-108;-12;20;12;62.5;868.1;'4/5';56.426300;9.973335;4.2
100;-121;-107;-12;20;12;62.5;868.1;'4/5';56.426293;9.973355;3.2
100;-121;-106;-10;20;12;62.5;868.1;'4/5';56.426283;9.973385;4.4
100;-121;-106;-8;20;12;62.5;868.1;'4/5';56.426267;9.973413;5.7
100;-119;-106;-6;20;12;62.5;868.1;'4/5';56.426242;9.973423;3.4
100;-119;-106;-4;20;12;62.5;868.1;'4/5';56.426238;9.973427;0.0
100;-119;-108;-4;20;12;62.5;868.1;'4/5';56.426240;9.973430;0.0
100;-119;-110;-5;20;12;62.5;868.1;'4/5';56.426240;9.973430;0.0
100;-120;-111;-9;20;12;62.5;868.1;'4/5';56.426237;9.973425;1.6
100;-120;-108;-8;20;12;62.5;868.1;'4/5';56.426237;9.973423;0.0
100;-119;-106;-6;20;12;62.5;868.1;'4/5';56.426238;9.973423;0.0
100;-119;-105;-7;20;12;62.5;868.1;'4/5';56.426237;9.973467;4.9
100;-119;-110;-11;20;12;62.5;868.1;'4/5';56.426212;9.973507;7.1
